11.04.2025	09:00	#OnThisDay Eintrag in ein Stammbuch. Von Jean Paul an unbekannte Korrespondenten. Bayreuth, 11. April 1818. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VII_399 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/VII_399.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Erfahren lehrt Fahren. Diese Zeilen mögen Sie erinnern an Jean Paul Fr. Richter
12.04.2025	09:00	#OnThisDay Von Jean Paul an Wagner. Schwarzenbach a. d. Saale, 12. April 1790. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=I_316 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/I_316.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Jedes neue Urtheil macht mich lüsterner darnach. Ich kan es kaum erwarten, unter die Insulaner geführt zu werden, die ohne [?] die Maschinerie von Pandekten, Bibeln und Dikasterien das sind, was wir mit diesem Apparat werden wollen — gute Fürsten [sind] Menschenmarketende...
13.04.2025	09:00	#OnThisDay Von Jean Paul an Carl August Matzdorff. Weimar, 13. April 1800. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=III_440 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/III_440.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: dessus de porte (Titelblat).
14.04.2025	09:00	#OnThisDay Von Jean Paul an Heinrich Voß. Bayreuth, 14. April 1819. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VII_517 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/VII_517.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Mein alter Voß! Hier send’ ich dir meinen Sohn entgegen, um dir unsere Wünsche deiner Erscheinung auszudrücken. Beseht Hof, wo ich das Schlimmste gelitten und das Beste geschrieben, und wo meine Mutter ruht. Kommt freudig an!
15.04.2025	09:00	#OnThisDay Von Jean Paul an Emanuel. Hof, 15. April 1795 bis 23. April 1795. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=II_102 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/II_102.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Mein guter Guter, Gerade in der Stunde, wo ich Ihren Brief weglege, fang’ ich meinen an. Ihrer ist für mich ein Katheder oder vielmehr ein Hohlspiegel, der mir im Rauche der Worte den abgeschiedenen Geist des Judenthums schwebend darstelt. — Mein Brief sol ein Seku...
16.04.2025	09:00	#OnThisDay Von Jean Paul an Wilhelmine von Kropff. Hof, 16. April 1796. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=II_290 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/II_290.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Es kostet Sie blos 2 Seiten um einen Leser glüklich zu machen, indes ein Autor [es] in 400 kaum vermag. H. [Ahlefeld] werd’ ich meinen Dank für die Gelegenheit sagen, die ich ihm halb zuzuschreiben [?] habe, daß ich Ihnen den jezigen bringen darf. [Ich werde ...
17.04.2025	09:00	#OnThisDay Von Jean Paul an Emanuel. Weimar, 17. April 1800 bis 18. April 1800. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=III_446 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/III_446.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Mein alter Freund! Da ich leider sehe, daß alle Briefe der Menschen immer mit Klagen und Reden über das Briefschreiben selber anheben, und da ich also das sat habe: so wil ich — so sehr ich auch zu Klagen gereizt werde nicht über Sie (denn Sie sind stets mit Briefe...
18.04.2025	09:00	#OnThisDay Von Jean Paul an Karl Friedrich Heinrich Graf von der Goltz. Bayreuth, 18. April 1806. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=V_212 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/V_212.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Blücher = siebenjähriger Krieg en Migniature [!] — Rosalie = weisse und rothe Rose zugleich —
19.04.2025	09:00	#OnThisDay Von Jean Paul an Christian Otto. Bayreuth, 19. April 1812. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VI_636 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/VI_636.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Abend, Alter! Die Anmerkungen zu Cotta’s Brief wurden sogleich nach dem Aufwachen geschrieben; bis jetzt war Seebeck bei mir. Ich sende dir vor dem Einbinden Müllers Brief über Napoléon. — An Cotta hatt’ ich geschrieben, daß die Levana durchaus zu[r] M[i...
20.04.2025	09:00	#OnThisDay Von Jean Paul an Emanuel. Bayreuth, 20. April 1807. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=V_348 #JeanPaulToday	https://raw.githubusercontent.com/FrederikeNeuber/jeanpaultoday/main/mastodon_2024/flashcards/V_348.png	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Morgen! Vor Begierde, Ihre Blätter zu lesen, schreib’ ich kein Wort weiter.
