01.01.2025	09:00	#OnThisDay Von Jean Paul an Renate Otto. Bayreuth, 1. Januar 1821. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VIII_138 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/VIII_138	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: An Sie, gute liebe Renate, schreib’ ich den ersten Brief dieses Jahres, das, wie dessen Vorgänger, mir unaufhörlich die Brieffelleisen zum Leeren und zum Füllen vorhalten wird; und anstatt Ihnen Wünsche zu bringen, will ich vielmehr die Ihrigen so gut ich kann, der Er...
02.01.2025	09:00	#OnThisDay Von Jean Paul an Emanuel. Bayreuth, 2. Januar 1811. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VI_423 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/VI_423	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Morgen, Freund im neuen Jahre! Die Broschüre gefällt mir in so fern sehr als mir alles gefällt, was den Regenhimmel dieser Zeit nicht zu einem Gewitterhimmel anschwärzt. Indeßen wärs mir doch lieber, wenn es viel gründlicher wäre...... So weit hab ich am Morg...
03.01.2025	09:00	#OnThisDay Von Jean Paul an Emanuel. Bayreuth, 3. Januar 1811. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VI_424 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/VI_424	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Morgen, lieber Emanuel! Hier die Scheine und das Buch. — C[aroline] grüßt Sie schon wieder; und ist wahrscheinlich schon in Berlin. — Ich hatte ihr geschrieben, sie sollte im nöthigen Falle Geld borgen; ich würd’ es hier z. B. durch H. Enzel bezahlen lassen. ...
04.01.2025	09:00	#OnThisDay Von Jean Paul an Emanuel Osmund. Bayreuth, 4. Januar 1816. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VII_145 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/VII_145	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Morgen, Nachbar der Gasse, des Herzens und der Gedanken! Denn ich meine eben das Verleihen. Hier 1000 fl. auf ½ Jahr. — Ihre über die Liebe sind witzig und treffend.
05.01.2025	09:00	#OnThisDay Von Jean Paul an Emanuel Osmund. Bayreuth, 5. Januar 1815. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VII_5 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/VII_5	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Morgen, Geliebter! Ich habe gestern etwas bei Ihnen verloren, was Sie nie verlieren werden, weil Sie es nie gebrauchen werden — meine Brille. Aber das Andenken an den sprach- und freudenreichen Abend, der immer schneller zu fliegen schien, je länger er flog, ...
06.01.2025	09:00	#OnThisDay Von Jean Paul an Amöne Herold. Weimar, 6. Januar 1799. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=III_190 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/III_190	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Gute Amöne! Wo ist Ihre Stimme? Ich suche sie lange wie die Töne des Frühlings. — Das neue Jahr bringt mich euch allen um Meilen und Monde näher; denn in diesem sehen wir uns ja alle wieder. In diesem Jahr werden Sie auch die Fr. v. Kalb sehen, die Sie und Emanuel unen...
07.01.2025	09:00	#OnThisDay Von Jean Paul an Charlotte von Kalb. Weimar, 7. Januar 1799. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=III_192 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/III_192	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Die Abendröthe des gestrigen Abends verbleicht nicht, ich sehe in ihr mit goldnen Worten geschrieben: sie ist am schönsten, wenn sie am sanftesten ist.
08.01.2025	09:00	#OnThisDay Von Jean Paul an Emanuel. Bayreuth, 8. Januar 1811. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VI_438 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/VI_438	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Morgen, mein Emanuel! Ein solcher Abschreiber ist mir noch nicht vorgekommen, der statt einiger Fehler — gar keinen macht; was nicht einmal meine Frau vermag, die doch meine Hand (zumal da ich ihr sie am Altare gegeben) so lange kennt. Ich werde H. Welzel jed...
09.01.2025	09:00	#OnThisDay Von Jean Paul an Emanuel. Bayreuth, 9. Januar 1807. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=V_300 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/V_300	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Guten Abend nach langer Zeit! So geht alles schon Recht; tadeln Sie nur fort. So bald Sie seine Geige nicht antasten: bietet er Ihnen alles zum Strafen an. — Ich bitte Sie auf Morgen um das Morgenblatt, um die Druckfehler abzuschicken.R. N. S. Sehen Sie doch diese ...
10.01.2025	09:00	#OnThisDay Von Jean Paul an Johann Siegfried Wilhelm Mayer. Bayreuth, 10. Januar 1818. Zum #Brief in der #JeanPaulEdition: https://www.jeanpaul-edition.de/brief.html?num=VII_367 #JeanPaulToday	https://github.com/FrederikeNeuber/jeanpaultoday/blob/main/flashcards/VII_367	Bild mit nachgeahmtem Post von Jean Paul im Mastodon-Stil, auf dem der Brieftext lautet: Verehrtester Herr Vater! Zum wärmsten Wunsche für Ihr neues Jahr bring’ ich noch den herzlichsten Dank für das alte, in welchem Sie meine Bitte um das Einholen ärztlicher Rathgebungen unter so wichtigen Geschäften mit Ihrer gewöhnlichen Pünktlichkeit ...
